YOLO_Model
22.56631851196289
22.48978614807129
19.71292495727539
19.933462142944336
32.09066390991211
20.221710205078125
23.560047149658203
25.152921676635742
17.81630516052246
18.791913986206055
18.675565719604492
18.298864364624023
17.964839935302734
28.36298942565918
27.50372886657715
18.749237060546875
18.110275268554688
18.908023834228516
17.576217651367188
17.746925354003906
19.21558380126953
21.730899810791016
21.448135375976562
26.643753051757812
23.160219192504883
29.544353485107422
25.045394897460938
21.784305572509766
23.30327033996582
20.75505256652832
22.73726463317871
22.872209548950195
25.40421485900879
24.51944351196289
26.03936195373535
24.186372756958008
21.37160301208496
29.26921844482422
20.865201950073242
23.345947265625
26.98063850402832
23.865222930908203
19.670486450195312
14.575719833374023
14.368295669555664
16.197681427001953
17.019271850585938
16.47162437438965
14.606714248657227
14.231204986572266
14.805793762207031
13.439655303955078
14.030694961547852
16.91436767578125
14.156818389892578
13.54217529296875
13.738393783569336
13.514518737792969
13.354778289794922
14.419317245483398
13.991117477416992
13.557672500610352
13.558626174926758
14.029264450073242
